user,Subject,text
AprilWilson0079,Donald Trump, #FamiliesBelongTogether this kind of early trauma for these children can be something they never recover from. We have to h…
Notradiofan,Donald Trump, Dear  You have 1 million followers.You should retweet the photos of Donald Trump's sons killing innocent animals o…
RedPillPusher_,Donald Trump," Biden couldn’t fill a high school gym, but Donald Trump (👇🏼) is behind in the polls? "
BDennie20,Donald Trump, “My choice in the 2020 general election is between a personally offensive outsider who signs good policies into law and a…
kobrian,Donald Trump,Donald Trump Jr. says coronavirus deaths are 'almost nothing'
MicheleALeach,Donald Trump," ""The reaction wasn’t surprising either. ... There was outrage. There was anger. And, worst of all for Nicklaus, there was gen…"
JoanHolker,Donald Trump, Donald Trump is #AmericasGreatestMistake
mindmaster911,Donald Trump,Donald Trump and his enablers are the worst mass-murderers in American History.
kenrockle1er,Donald Trump, Donald Trump should release his tax returns or shut up about corruption.
RebelConnection,Donald Trump," Biden couldn’t fill a high school gym, but Donald Trump (👇🏼) is behind in the polls? "
AdamOgint,Donald Trump," Biden couldn’t fill a high school gym, but Donald Trump (👇🏼) is behind in the polls? "
cmg2,Donald Trump,"Hillary was right, Hillary IS right. No birthday parties, Zoom baby showers, struggling to get kids in school or fa… "
gingerdr,Donald Trump, Civil rights leader and Christian activist Rev. William Owens endorsed Donald Trump for president. …
sophieur11,Donald Trump, Donald J Trump Is a killer on the loose.”
pirateonboard,Donald Trump," ""I don't get money from Russia"" - Donald Trump#TrumpLIES #TraitorTrump "
hopeallswell,Donald Trump, Fox News cut away from Donald Trump's campaign rally in Florida and aired Joe Biden's campaign rally speech in full.
Marteaga67,Donald Trump, This is the result of Donald Trump's immigration plan. 
brucebenson2,Donald Trump, “They lied to you about Donald Trump. They lied about Brett Kavanaugh. They lied about children in cages. Hell- they eve…
gu_chae,Donald Trump, Dear  You have 1 million followers.You should retweet the photos of Donald Trump's sons killing innocent animals o…
LeeHolly81,Donald Trump," Donald Trump Jr.: ""Why aren't they talking about deaths? Oh, oh, because the number is almost nothing because we've gott…"
hadthelimit,Donald Trump,"  I don’t want Hunter Biden’s laptop. I want Donald Trump’s taxes, his medical records, Ivanka’s and Jared…"
polpalri,Donald Trump,Atlantic City has a warning for the nation: Donald Trump brings ruin and despair 
Marteaga67,Donald Trump, Dear  You have 1 million followers.You should retweet the photos of Donald Trump's sons killing innocent animals o…
ryanwbass,Donald Trump, Wanted: assessment of why Bush-era war criminals are suddenly the darlings of the Rachel Maddow #Resistance-and-smart glasses…
StewartPowers9,Donald Trump, The FBI was investigating Hunter Biden's overseas business deals in December 2019 while Donald Trump was being impeached…
Praymond713,Donald Trump,  Almost nothing ... except that deaths are up and rising ... about 800 Americans are dying PER DAY right now. Spr…
jandjmaxwell60,Donald Trump," Where’s Donald Trump’s healthcare plan? Infrastructure plan? , you’re all talk,no action failed “presid…"
AmalgRhetors,Donald Trump," Biden couldn’t fill a high school gym, but Donald Trump (👇🏼) is behind in the polls? "
koepsellrc,Donald Trump," I mean the comparison isn't really fair, because Donald Trump's messiah complex is responsible for far more death and suffer…"
Bakerfour,Donald Trump, Platinum Plan for black America by President Donald J Trump #WAYNE #Weezy
waqarm2019,Donald Trump,Four Wasted Years Thinking About Donald Trump 
5lyingbitches,Donald Trump, Dear  You have 1 million followers.You should retweet the photos of Donald Trump's sons killing innocent animals o…
ctMTNeer,Donald Trump, At the precise moment Donald Trump was impeached for expressing concern about potential Hunter Biden corruption in Ukraine…
Praymond713,Donald Trump, Donald Trump Jr. Wrongly Claims COVID-19 Deaths Are Down to ‘Almost Nothing’  #Media #Covid19 h…
its_mebee,Donald Trump, Donald Trump literally appointed three Supreme Court Justices who are prepared to strike down the entire Voting Rights Act…
kissncook,Donald Trump, Pollak: 11 Shining Successes of President Donald Trump‘s First Term  via 
vj_hustede,Donald Trump," A fake ""intelligence"" document about Hunter Biden that was later disseminated by close associates of President Donald…"
rolandcanizares,Donald Trump," Biden couldn’t fill a high school gym, but Donald Trump (👇🏼) is behind in the polls? "
wrdennis56_bill,Donald Trump, Pollak: 11 Shining Successes of President Donald Trump‘s First Term  via 
roberts_game,Donald Trump, Donald Trump got about $270 million in debt forgiven — and largely avoided taxes on it — when his Chicago tower proved a disap…
peggysue575,Donald Trump, The only hoax is Donald Trump.
CoachPaychek,Donald Trump,Tupac Talks Donald Trump &amp; Greed 1992 Interview | MTV News...There’s just so much truth in this interview. A young… 
DavidWCrabtree,Donald Trump, ‘Fans Clearly Do Not Want...': Brett Favre Drops The Mic On People Injecting Politics Into Sports 
thedollLayy,Donald Trump, Met with donald trump taking pictures with him and shit 👎🏼👎🏼👎🏼👎🏼
Bee509,Donald Trump,"Oh, and Donald Trump paid nearly $200,000 in taxes to China, report claims. Compare that to the whopping $750 he pa… "
dag1218,Donald Trump," Biden couldn’t fill a high school gym, but Donald Trump (👇🏼) is behind in the polls? "
elizabeths_sis,Donald Trump," ...Still reporter has asked Donald Trump on camera why his top advisor, Stephen Miller, is flashing a WHITE POWER sign in t…"
Rogers4Texas,Donald Trump, Donald Trump is #AmericasGreatestMistake
medvantagepoint,Donald Trump," Biden couldn’t fill a high school gym, but Donald Trump (👇🏼) is behind in the polls? "
bcounted11,Donald Trump,Donald trump and joe Biden created the corona virus in the bathtub using walrus dna and string cheese
formersocalgrl,Donald Trump, Dear  You have 1 million followers.You should retweet the photos of Donald Trump's sons killing innocent animals o…
Randall8187,Donald Trump," 🚨EXPOSED🚨: Never Seen Before Footage of Donald J Trump! Cannot believe Joe Biden prediction, simply in SHOCK! …"
Combat_Vet_,Donald Trump," Thank you to Dave Rubin, author of “Don’t Burn This Book”, just announced on  that he is voting for your…"
diesel20203,Donald Trump, There is no greater supporter of Donald Trump in the world than Mark Zuckerberg / .No one has done more to elect…
DebbyStacy1,Donald Trump, . on Lil Wayne endorsing Trump: “I’m really sick of you gremlin degenerates who come out here and push…
carla8992,Donald Trump," Senator Collins was asked *three times* last night if she supports Donald Trump's reelection, and she refused to answer eac…"
bolt1250,Donald Trump," Biden couldn’t fill a high school gym, but Donald Trump (👇🏼) is behind in the polls? "
oldsmartian,Donald Trump," ...Still reporter has asked Donald Trump on camera why his top advisor, Stephen Miller, is flashing a WHITE POWER sign in t…"
tackettdc,Donald Trump,"""Federal laws &amp; long-standing custom generally leave the US military out of the election process. But President Don… "
HRTNT,Donald Trump, At the precise moment Donald Trump was impeached for expressing concern about potential Hunter Biden corruption in Ukraine…
advchaser,Donald Trump," I support Donald Trump, do you?"
TVega29,Donald Trump," Senator Collins was asked *three times* last night if she supports Donald Trump's reelection, and she refused to answer eac…"
southasiansnews,Donald Trump,Stephen Colbert Spots ‘Weird’ Moment That Shows Donald Trump Doesn’t Trust Inner Circle -  
iloveparis__,Donald Trump," Biden couldn’t fill a high school gym, but Donald Trump (👇🏼) is behind in the polls? "
mikeisshocked,Donald Trump," Senator Collins was asked *three times* last night if she supports Donald Trump's reelection, and she refused to answer eac…"
grjr3021,Donald Trump, Democrat nightmare: The daily Rasmussen Reports poll that tracks black support for Donald Trump shows the president sitt…
taytaypurv,Donald Trump," ...Still reporter has asked Donald Trump on camera why his top advisor, Stephen Miller, is flashing a WHITE POWER sign in t…"
bigkeith3226,Donald Trump, . on Lil Wayne endorsing Trump: “I’m really sick of you gremlin degenerates who come out here and push…
youreneverstuck,Donald Trump, Dear  You have 1 million followers.You should retweet the photos of Donald Trump's sons killing innocent animals o…
myovan48,Donald Trump," Biden couldn’t fill a high school gym, but Donald Trump (👇🏼) is behind in the polls? "
OtterDreaming,Donald Trump, Who's up late? I learned today that 's unfailing loyalty to Donald Trump apparently extended to helping the…
floridarocket70,Donald Trump,CNN’s Brianna Keilar Delivers 7-Minute Takedown Of Donald Trump’s 1950s Worldview  via 
chrisusa96,Donald Trump," Biden couldn’t fill a high school gym, but Donald Trump (👇🏼) is behind in the polls? "
lukebelli14,Donald Trump, The FBI was investigating Hunter Biden's overseas business deals in December 2019 while Donald Trump was being impeached…
NickiLafontai13,Donald Trump, NEW VIDEO! #PleaseSaveTheseChildren  If you don't have a bright line for crimes against children you don't have a line.…
RhondaRRichard1,Donald Trump, Donald Trump is #AmericasGreatestMistake
tamerjabr1,Donald Trump, Dear  You have 1 million followers.You should retweet the photos of Donald Trump's sons killing innocent animals o…
tommyvito,Donald Trump, Someone supports a candidate you don’t like so eff him. Typical #snowflake tweet. Still a tiger guy… 
roots3branch,Donald Trump,This is interesting.....he speaks of the Pope being a plant of the kabal.Open Letter to President Donald Trump 
darrellRohl,Donald Trump, Donald Trump has already destroyed the  and 4 more years would destroy the USA.
BrettYeamans,Donald Trump,"Donald Trump: Reelect me and I will continue to deliver safety, prosperity and opportunity for all Americans | Fox… "
AmyAtwood2,Donald Trump, DETROIT NEWS 🗞️📰 Jill Biden condemns 'chaos of Donald Trump's America'  via 
RhondaRRichard1,Donald Trump," ...Still reporter has asked Donald Trump on camera why his top advisor, Stephen Miller, is flashing a WHITE POWER sign in t…"
